	BbigeminaBOND	BbovisT2Bo	BmicrotiRI	Candersoni30847	Ccayetanensis	CfelisWinnie	ChominisTU502	CmurisRN66	CparvumIowaII	Cubiquitum39726	CveliaCCMP2878	EacervulinaHoughton	EfalciformisB	EmaximaW	EmitisH	EnecatrixH	EtenellaH	GniphandrodesUnknown	HhammondiH	NcaninumL	PbergheiANKA	Pchabaudichabaudi	PcoatneyiHackeri	PcynomolgiB	Pfalciparum3D7	PfragileNilgiri	PgaboniSY75	Pgallinaceum8A	PinuiSanAntonio1	PknowlesiH	PmalariaeUG01	PovalecurtisiGH01	PreichenowiCDC	PrelictumSGS1	PvinckeipetteriCR	PvivaxSal1	Pyoeliiyoelii17X	SneuronaSN3	TannulataAnkara	TgondiiVEG	TorientalisShintoku	TparvaMuguga	VbrassicaformisCCMP3155
OG0042401																		GNI_232490-t26_1-p1																									
OG0042402																		GNI_232500-t26_1-p1																									
OG0042403																		GNI_233430-t26_1-p1																									
OG0042404																		GNI_233440-t26_1-p1																									
OG0042405																		GNI_233540-t26_1-p1																									
OG0042406																		GNI_233550-t26_1-p1																									
OG0042407																		GNI_233660-t26_1-p1																									
OG0042408																		GNI_233760-t26_1-p1																									
OG0042409																		GNI_233860-t26_1-p1																									
OG0042410																		GNI_233960-t26_1-p1																									
OG0042411																		GNI_080390-t26_1-p1																									
OG0042412																		GNI_080490-t26_1-p1																									
OG0042413																		GNI_080590-t26_1-p1																									
OG0042414																		GNI_080690-t26_1-p1																									
OG0042415																		GNI_080700-t26_1-p1																									
OG0042416																		GNI_080720-t26_1-p1																									
OG0042417																		GNI_080740-t26_1-p1																									
OG0042418																		GNI_080880-t26_1-p1																									
OG0042419																		GNI_081140-t26_1-p1																									
OG0042420																		GNI_081250-t26_1-p1																									
OG0042421																		GNI_081350-t26_1-p1																									
OG0042422																		GNI_081370-t26_1-p1																									
OG0042423																		GNI_081500-t26_1-p1																									
OG0042424																		GNI_081520-t26_1-p1																									
OG0042425																		GNI_081530-t26_1-p1																									
OG0042426																		GNI_081770-t26_1-p1																									
OG0042427																		GNI_081790-t26_1-p1																									
OG0042428																		GNI_081800-t26_1-p1																									
OG0042429																		GNI_081830-t26_1-p1																									
OG0042430																		GNI_081850-t26_1-p1																									
OG0042431																		GNI_081870-t26_1-p1																									
OG0042432																		GNI_081880-t26_1-p1																									
OG0042433																		GNI_082170-t26_1-p1																									
OG0042434																		GNI_082280-t26_1-p1																									
OG0042435																		GNI_082290-t26_1-p1																									
OG0042436																		GNI_082400-t26_1-p1																									
OG0042437																		GNI_082420-t26_1-p1																									
OG0042438																		GNI_082430-t26_1-p1																									
OG0042439																		GNI_082780-t26_1-p1																									
OG0042440																		GNI_082900-t26_1-p1																									
OG0042441																		GNI_082910-t26_1-p1																									
OG0042442																		GNI_083020-t26_1-p1																									
OG0042443																		GNI_083220-t26_1-p1																									
OG0042444																		GNI_083230-t26_1-p1																									
OG0042445																		GNI_083540-t26_1-p1																									
OG0042446																		GNI_083750-t26_1-p1																									
OG0042447																		GNI_083960-t26_1-p1																									
OG0042448																		GNI_083980-t26_1-p1																									
OG0042449																		GNI_084010-t26_1-p1																									
OG0042450																		GNI_084210-t26_1-p1																									
OG0042451																		GNI_084250-t26_1-p1																									
OG0042452																		GNI_084260-t26_1-p1																									
OG0042453																		GNI_084370-t26_1-p1																									
OG0042454																		GNI_084380-t26_1-p1																									
OG0042455																		GNI_084390-t26_1-p1																									
OG0042456																		GNI_084400-t26_1-p1																									
OG0042457																		GNI_084450-t26_1-p1																									
OG0042458																		GNI_084560-t26_1-p1																									
OG0042459																		GNI_084670-t26_1-p1																									
OG0042460																		GNI_084770-t26_1-p1																									
OG0042461																		GNI_084870-t26_1-p1																									
OG0042462																		GNI_143940-t26_1-p1																									
OG0042463																		GNI_144350-t26_1-p1																									
OG0042464																		GNI_144360-t26_1-p1																									
OG0042465																		GNI_144460-t26_1-p1																									
OG0042466																		GNI_144510-t26_1-p1																									
OG0042467																		GNI_144620-t26_1-p1																									
OG0042468																		GNI_144630-t26_1-p1																									
OG0042469																		GNI_144930-t26_1-p1																									
OG0042470																		GNI_145030-t26_1-p1																									
OG0042471																		GNI_145340-t26_1-p1																									
OG0042472																		GNI_145850-t26_1-p1																									
OG0042473																		GNI_145860-t26_1-p1																									
OG0042474																		GNI_145870-t26_1-p1																									
OG0042475																		GNI_145970-t26_1-p1																									
OG0042476																		GNI_145980-t26_1-p1																									
OG0042477																		GNI_146750-t26_1-p1																									
OG0042478																		GNI_147380-t26_1-p1																									
OG0042479																		GNI_018250-t26_1-p1																									
OG0042480																		GNI_018380-t26_1-p1																									
OG0042481																		GNI_018390-t26_1-p1																									
OG0042482																		GNI_018400-t26_1-p1																									
OG0042483																		GNI_018430-t26_1-p1																									
OG0042484																		GNI_018440-t26_1-p1																									
OG0042485																		GNI_018450-t26_1-p1																									
OG0042486																		GNI_018460-t26_1-p1																									
OG0042487																		GNI_018750-t26_1-p1																									
OG0042488																		GNI_018760-t26_1-p1																									
OG0042489																		GNI_018870-t26_1-p1																									
OG0042490																		GNI_019190-t26_1-p1																									
OG0042491																		GNI_019200-t26_1-p1																									
OG0042492																		GNI_019210-t26_1-p1																									
OG0042493																		GNI_019220-t26_1-p1																									
OG0042494																		GNI_019320-t26_1-p1																									
OG0042495																		GNI_019420-t26_1-p1																									
OG0042496																		GNI_019520-t26_1-p1																									
OG0042497																		GNI_019560-t26_1-p1																									
OG0042498																		GNI_019630-t26_1-p1																									
OG0042499																		GNI_019640-t26_1-p1																									
OG0042500																		GNI_019680-t26_1-p1																									
OG0042501																		GNI_019690-t26_1-p1																									
OG0042502																		GNI_019700-t26_1-p1																									
OG0042503																		GNI_019710-t26_1-p1																									
OG0042504																		GNI_019970-t26_1-p1																									
OG0042505																		GNI_019980-t26_1-p1																									
OG0042506																		GNI_019990-t26_1-p1																									
OG0042507																		GNI_020110-t26_1-p1																									
OG0042508																		GNI_020240-t26_1-p1																									
OG0042509																		GNI_020250-t26_1-p1																									
OG0042510																		GNI_020260-t26_1-p1																									
OG0042511																		GNI_020380-t26_1-p1																									
OG0042512																		GNI_020410-t26_1-p1																									
OG0042513																		GNI_020420-t26_1-p1																									
OG0042514																		GNI_020530-t26_1-p1																									
OG0042515																		GNI_020550-t26_1-p1																									
OG0042516																		GNI_020560-t26_1-p1																									
OG0042517																		GNI_020860-t26_1-p1																									
OG0042518																		GNI_020960-t26_1-p1																									
OG0042519																		GNI_021380-t26_1-p1																									
OG0042520																		GNI_021630-t26_1-p1																									
OG0042521																		GNI_021950-t26_1-p1																									
OG0042522																		GNI_021990-t26_1-p1																									
OG0042523																		GNI_022000-t26_1-p1																									
OG0042524																		GNI_022120-t26_1-p1																									
OG0042525																		GNI_022130-t26_1-p1																									
OG0042526																		GNI_022330-t26_1-p1																									
OG0042527																		GNI_022340-t26_1-p1																									
OG0042528																		GNI_022390-t26_1-p1																									
OG0042529																		GNI_022440-t26_1-p1																									
OG0042530																		GNI_022790-t26_1-p1																									
OG0042531																		GNI_022800-t26_1-p1																									
OG0042532																		GNI_022810-t26_1-p1																									
OG0042533																		GNI_023010-t26_1-p1																									
OG0042534																		GNI_023020-t26_1-p1																									
OG0042535																		GNI_023030-t26_1-p1																									
OG0042536																		GNI_023270-t26_1-p1																									
OG0042537																		GNI_023380-t26_1-p1																									
OG0042538																		GNI_023480-t26_1-p1																									
OG0042539																		GNI_023490-t26_1-p1																									
OG0042540																		GNI_023590-t26_1-p1																									
OG0042541																		GNI_023770-t26_1-p1																									
OG0042542																		GNI_023840-t26_1-p1																									
OG0042543																		GNI_024080-t26_1-p1																									
OG0042544																		GNI_024100-t26_1-p1																									
OG0042545																		GNI_024230-t26_1-p1																									
OG0042546																		GNI_024340-t26_1-p1																									
OG0042547																		GNI_024370-t26_1-p1																									
OG0042548																		GNI_024380-t26_1-p1																									
OG0042549																		GNI_024580-t26_1-p1																									
OG0042550																		GNI_024770-t26_1-p1																									
OG0042551																		GNI_024780-t26_1-p1																									
OG0042552																		GNI_024820-t26_1-p1																									
OG0042553																		GNI_024920-t26_1-p1																									
OG0042554																		GNI_025150-t26_1-p1																									
OG0042555																		GNI_025480-t26_1-p1																									
OG0042556																		GNI_025590-t26_1-p1																									
OG0042557																		GNI_025600-t26_1-p1																									
OG0042558																		GNI_025700-t26_1-p1																									
OG0042559																		GNI_025710-t26_1-p1																									
OG0042560																		GNI_026020-t26_1-p1																									
OG0042561																		GNI_026030-t26_1-p1																									
OG0042562																		GNI_026250-t26_1-p1																									
OG0042563																		GNI_026360-t26_1-p1																									
OG0042564																		GNI_058210-t26_1-p1																									
OG0042565																		GNI_058310-t26_1-p1																									
OG0042566																		GNI_058320-t26_1-p1																									
OG0042567																		GNI_058430-t26_1-p1																									
OG0042568																		GNI_058440-t26_1-p1																									
OG0042569																		GNI_058550-t26_1-p1																									
OG0042570																		GNI_058910-t26_1-p1																									
OG0042571																		GNI_059010-t26_1-p1																									
OG0042572																		GNI_059030-t26_1-p1																									
OG0042573																		GNI_059160-t26_1-p1																									
OG0042574																		GNI_059180-t26_1-p1																									
OG0042575																		GNI_059320-t26_1-p1																									
OG0042576																		GNI_059420-t26_1-p1																									
OG0042577																		GNI_059460-t26_1-p1																									
OG0042578																		GNI_059590-t26_1-p1																									
OG0042579																		GNI_059610-t26_1-p1																									
OG0042580																		GNI_059660-t26_1-p1																									
OG0042581																		GNI_059770-t26_1-p1																									
OG0042582																		GNI_059840-t26_1-p1																									
OG0042583																		GNI_059890-t26_1-p1																									
OG0042584																		GNI_060020-t26_1-p1																									
OG0042585																		GNI_060030-t26_1-p1																									
OG0042586																		GNI_060050-t26_1-p1																									
OG0042587																		GNI_060150-t26_1-p1																									
OG0042588																		GNI_060360-t26_1-p1																									
OG0042589																		GNI_060460-t26_1-p1																									
OG0042590																		GNI_060490-t26_1-p1																									
OG0042591																		GNI_060500-t26_1-p1																									
OG0042592																		GNI_060620-t26_1-p1																									
OG0042593																		GNI_060670-t26_1-p1																									
OG0042594																		GNI_060810-t26_1-p1																									
OG0042595																		GNI_060820-t26_1-p1																									
OG0042596																		GNI_060840-t26_1-p1																									
OG0042597																		GNI_060860-t26_1-p1																									
OG0042598																		GNI_060870-t26_1-p1																									
OG0042599																		GNI_061120-t26_1-p1																									
OG0042600																		GNI_061150-t26_1-p1																									
OG0042601																		GNI_061170-t26_1-p1																									
OG0042602																		GNI_061180-t26_1-p1																									
OG0042603																		GNI_061190-t26_1-p1																									
OG0042604																		GNI_061200-t26_1-p1																									
OG0042605																		GNI_061520-t26_1-p1																									
OG0042606																		GNI_061530-t26_1-p1																									
OG0042607																		GNI_061550-t26_1-p1																									
OG0042608																		GNI_061560-t26_1-p1																									
OG0042609																		GNI_061570-t26_1-p1																									
OG0042610																		GNI_061790-t26_1-p1																									
OG0042611																		GNI_061900-t26_1-p1																									
OG0042612																		GNI_062030-t26_1-p1																									
OG0042613																		GNI_062060-t26_1-p1																									
OG0042614																		GNI_062160-t26_1-p1																									
OG0042615																		GNI_062190-t26_1-p1																									
OG0042616																		GNI_062200-t26_1-p1																									
OG0042617																		GNI_062230-t26_1-p1																									
OG0042618																		GNI_062340-t26_1-p1																									
OG0042619																		GNI_062360-t26_1-p1																									
OG0042620																		GNI_062370-t26_1-p1																									
OG0042621																		GNI_062590-t26_1-p1																									
OG0042622																		GNI_062690-t26_1-p1																									
OG0042623																		GNI_062720-t26_1-p1																									
OG0042624																		GNI_062870-t26_1-p1																									
OG0042625																		GNI_158470-t26_1-p1																									
OG0042626																		GNI_158700-t26_1-p1																									
OG0042627																		GNI_158810-t26_1-p1																									
OG0042628																		GNI_158910-t26_1-p1																									
OG0042629																		GNI_159110-t26_1-p1																									
OG0042630																		GNI_159210-t26_1-p1																									
OG0042631																		GNI_159310-t26_1-p1																									
OG0042632																		GNI_159660-t26_1-p1																									
OG0042633																		GNI_159680-t26_1-p1																									
OG0042634																		GNI_159690-t26_1-p1																									
OG0042635																		GNI_159700-t26_1-p1																									
OG0042636																		GNI_159900-t26_1-p1																									
OG0042637																		GNI_160100-t26_1-p1																									
OG0042638																		GNI_160200-t26_1-p1																									
OG0042639																		GNI_160230-t26_1-p1																									
OG0042640																		GNI_160260-t26_1-p1																									
OG0042641																		GNI_160400-t26_1-p1																									
OG0042642																		GNI_175050-t26_1-p1																									
OG0042643																		GNI_175180-t26_1-p1																									
OG0042644																		GNI_175190-t26_1-p1																									
OG0042645																		GNI_175200-t26_1-p1																									
OG0042646																		GNI_175310-t26_1-p1																									
OG0042647																		GNI_175420-t26_1-p1																									
OG0042648																		GNI_175670-t26_1-p1																									
OG0042649																		GNI_175920-t26_1-p1																									
OG0042650																		GNI_175930-t26_1-p1																									
OG0042651																		GNI_188440-t26_1-p1																									
OG0042652																		GNI_188650-t26_1-p1																									
OG0042653																		GNI_188750-t26_1-p1																									
OG0042654																		GNI_188760-t26_1-p1																									
OG0042655																		GNI_188860-t26_1-p1																									
OG0042656																		GNI_189170-t26_1-p1																									
OG0042657																		GNI_189270-t26_1-p1																									
OG0042658																		GNI_189370-t26_1-p1																									
OG0042659																		GNI_189570-t26_1-p1																									
OG0042660																		GNI_211110-t26_1-p1																									
OG0042661																		GNI_211210-t26_1-p1																									
OG0042662																		GNI_211310-t26_1-p1																									
OG0042663																		GNI_242220-t26_1-p1																									
OG0042664																		GNI_243900-t26_1-p1																									
OG0042665																		GNI_243870-t26_1-p1																									
OG0042666																		GNI_243850-t26_1-p1																									
OG0042667																		GNI_239710-t26_1-p1																									
OG0042668																		GNI_243720-t26_1-p1																									
OG0042669																		GNI_242820-t26_1-p1																									
OG0042670																		GNI_243830-t26_1-p1																									
OG0042671																		GNI_243930-t26_1-p1																									
OG0042672																		GNI_244060-t26_1-p1																									
OG0042673																		GNI_243960-t26_1-p1																									
OG0042674																		GNI_241520-t26_1-p1																									
OG0042675																		GNI_243320-t26_1-p1																									
OG0042676																		GNI_236200-t26_1-p1																									
OG0042677																		GNI_243120-t26_1-p1																									
OG0042678																		GNI_235500-t26_1-p1																									
OG0042679																		GNI_244080-t26_1-p1																									
OG0042680																		GNI_243990-t26_1-p1																									
OG0042681																		GNI_243920-t26_1-p1																									
OG0042682																		GNI_244020-t26_1-p1																									
OG0042683																		GNI_239110-t26_1-p1																									
OG0042684																		GNI_237500-t26_1-p1																									
OG0042685																		GNI_244040-t26_1-p1																									
OG0042686																		GNI_244100-t26_1-p1																									
OG0042687																		GNI_243980-t26_1-p1																									
OG0042688																		GNI_243520-t26_1-p1																									
OG0042689																		GNI_243220-t26_1-p1																									
OG0042690																		GNI_234180-t26_1-p1																									
OG0042691																			HHA_223650-t26_1-p1																								
OG0042692																			HHA_226820-t26_1-p1																								
OG0042693																			HHA_228065-t26_1-p1																								
OG0042694																			HHA_449010-t26_1-p1																								
OG0042695																			HHA_449080-t26_1-p1																								
OG0042696																			HHA_449090-t26_1-p1																								
OG0042697																			HHA_449100-t26_1-p1																								
OG0042698																			HHA_449110-t26_1-p1																								
OG0042699																			HHA_449140-t26_1-p1																								
OG0042700																			HHA_449180-t26_1-p1																								
OG0042701																			HHA_449190-t26_1-p1																								
OG0042702																			HHA_449220-t26_1-p1																								
OG0042703																			HHA_449240-t26_1-p1																								
OG0042704																			HHA_449250-t26_1-p1																								
OG0042705																			HHA_449260-t26_1-p1																								
OG0042706																			HHA_449270-t26_1-p1																								
OG0042707																			HHA_449290-t26_1-p1																								
OG0042708																			HHA_449300-t26_1-p1																								
OG0042709																			HHA_449320-t26_1-p1																								
OG0042710																			HHA_449330-t26_1-p1																								
OG0042711																			HHA_449340-t26_1-p1																								
OG0042712																			HHA_449360-t26_1-p1																								
OG0042713																			HHA_449370-t26_1-p1																								
OG0042714																			HHA_449390-t26_1-p1																								
OG0042715																			HHA_449400-t26_1-p1																								
OG0042716																			HHA_449410-t26_1-p1																								
OG0042717																			HHA_449420-t26_1-p1																								
OG0042718																			HHA_449450-t26_1-p1																								
OG0042719																			HHA_449460-t26_1-p1																								
OG0042720																			HHA_449470-t26_1-p1																								
OG0042721																			HHA_449480-t26_1-p1																								
OG0042722																			HHA_449490-t26_1-p1																								
OG0042723																			HHA_449500-t26_1-p1																								
OG0042724																			HHA_461630-t26_1-p1																								
OG0042725																			HHA_461650-t26_1-p1																								
OG0042726																			HHA_461660-t26_1-p1																								
OG0042727																			HHA_268178-t26_1-p1																								
OG0042728																			HHA_268835-t26_1-p1																								
OG0042729																			HHA_269085-t26_1-p1																								
OG0042730																			HHA_269425-t26_1-p1																								
OG0042731																			HHA_269470-t26_1-p1																								
OG0042732																			HHA_271570-t26_1-p1																								
OG0042733																			HHA_273310-t26_1-p1																								
OG0042734																			HHA_449510-t26_1-p1																								
OG0042735																			HHA_449530-t26_1-p1																								
OG0042736																			HHA_449610-t26_1-p1																								
OG0042737																			HHA_449620-t26_1-p1																								
OG0042738																			HHA_449660-t26_1-p1																								
OG0042739																			HHA_449670-t26_1-p1																								
OG0042740																			HHA_449750-t26_1-p1																								
OG0042741																			HHA_449760-t26_1-p1																								
OG0042742																			HHA_449770-t26_1-p1																								
OG0042743																			HHA_449780-t26_1-p1																								
OG0042744																			HHA_449800-t26_1-p1																								
OG0042745																			HHA_449810-t26_1-p1																								
OG0042746																			HHA_449820-t26_1-p1																								
OG0042747																			HHA_449850-t26_1-p1																								
OG0042748																			HHA_449860-t26_1-p1																								
OG0042749																			HHA_449880-t26_1-p1																								
OG0042750																			HHA_449910-t26_1-p1																								
OG0042751																			HHA_449920-t26_1-p1																								
OG0042752																			HHA_449930-t26_1-p1																								
OG0042753																			HHA_449950-t26_1-p1																								
OG0042754																			HHA_449960-t26_1-p1																								
OG0042755																			HHA_450000-t26_1-p1																								
OG0042756																			HHA_450030-t26_1-p1																								
OG0042757																			HHA_450040-t26_1-p1																								
OG0042758																			HHA_450050-t26_1-p1																								
OG0042759																			HHA_450060-t26_1-p1																								
OG0042760																			HHA_450070-t26_1-p1																								
OG0042761																			HHA_450080-t26_1-p1																								
OG0042762																			HHA_461670-t26_1-p1																								
OG0042763																			HHA_461720-t26_1-p1																								
OG0042764																			HHA_461730-t26_1-p1																								
OG0042765																			HHA_257685-t26_1-p1																								
OG0042766																			HHA_257910-t26_1-p1																								
OG0042767																			HHA_259290-t26_1-p1																								
OG0042768																			HHA_262590-t26_1-p1																								
OG0042769																			HHA_450550-t26_1-p1																								
OG0042770																			HHA_450560-t26_1-p1																								
OG0042771																			HHA_450570-t26_1-p1																								
OG0042772																			HHA_450580-t26_1-p1																								
OG0042773																			HHA_450590-t26_1-p1																								
OG0042774																			HHA_450600-t26_1-p1																								
OG0042775																			HHA_450610-t26_1-p1																								
OG0042776																			HHA_450630-t26_1-p1																								
OG0042777																			HHA_450640-t26_1-p1																								
OG0042778																			HHA_450670-t26_1-p1																								
OG0042779																			HHA_450700-t26_1-p1																								
OG0042780																			HHA_450710-t26_1-p1																								
OG0042781																			HHA_450720-t26_1-p1																								
OG0042782																			HHA_450730-t26_1-p1																								
OG0042783																			HHA_450740-t26_1-p1																								
OG0042784																			HHA_450750-t26_1-p1																								
OG0042785																			HHA_450760-t26_1-p1																								
OG0042786																			HHA_450820-t26_1-p1																								
OG0042787																			HHA_450840-t26_1-p1																								
OG0042788																			HHA_461850-t26_1-p1																								
OG0042789																			HHA_461870-t26_1-p1																								
OG0042790																			HHA_312940-t26_1-p1																								
OG0042791																			HHA_313305-t26_1-p1																								
OG0042792																			HHA_315570-t26_1-p1																								
OG0042793																			HHA_450850-t26_1-p1																								
OG0042794																			HHA_450860-t26_1-p1																								
OG0042795																			HHA_450910-t26_1-p1																								
OG0042796																			HHA_450950-t26_1-p1																								
OG0042797																			HHA_450980-t26_1-p1																								
OG0042798																			HHA_451010-t26_1-p1																								
OG0042799																			HHA_451030-t26_1-p1																								
OG0042800																			HHA_451040-t26_1-p1																								
OG0042801																			HHA_451060-t26_1-p1																								
OG0042802																			HHA_451070-t26_1-p1																								
OG0042803																			HHA_451080-t26_1-p1																								
OG0042804																			HHA_461880-t26_1-p1																								
OG0042805																			HHA_461900-t26_1-p1																								
OG0042806																			HHA_461910-t26_1-p1																								
OG0042807																			HHA_249325-t26_1-p1																								
OG0042808																			HHA_451110-t26_1-p1																								
OG0042809																			HHA_451130-t26_1-p1																								
OG0042810																			HHA_451140-t26_1-p1																								
OG0042811																			HHA_451150-t26_1-p1																								
OG0042812																			HHA_451160-t26_1-p1																								
OG0042813																			HHA_451210-t26_1-p1																								
OG0042814																			HHA_461930-t26_1-p1																								
OG0042815																			HHA_461940-t26_1-p1																								
OG0042816																			HHA_461980-t26_1-p1																								
OG0042817																			HHA_461990-t26_1-p1																								
OG0042818																			HHA_212830-t26_1-p1																								
OG0042819																			HHA_451270-t26_1-p1																								
OG0042820																			HHA_451290-t26_1-p1																								
OG0042821																			HHA_451300-t26_1-p1																								
OG0042822																			HHA_451370-t26_1-p1																								
OG0042823																			HHA_451380-t26_1-p1																								
OG0042824																			HHA_462000-t26_1-p1																								
OG0042825																			HHA_462050-t26_1-p1																								
OG0042826																			HHA_462060-t26_1-p1																								
OG0042827																			HHA_243545-t26_1-p1																								
OG0042828																			HHA_451390-t26_1-p1																								
OG0042829																			HHA_451400-t26_1-p1																								
OG0042830																			HHA_451420-t26_1-p1																								
OG0042831																			HHA_451430-t26_1-p1																								
OG0042832																			HHA_451440-t26_1-p1																								
OG0042833																			HHA_451450-t26_1-p1																								
OG0042834																			HHA_451470-t26_1-p1																								
OG0042835																			HHA_451480-t26_1-p1																								
OG0042836																			HHA_451490-t26_1-p1																								
OG0042837																			HHA_451530-t26_1-p1																								
OG0042838																			HHA_451550-t26_1-p1																								
OG0042839																			HHA_451560-t26_1-p1																								
OG0042840																			HHA_451570-t26_1-p1																								
OG0042841																			HHA_451610-t26_1-p1																								
OG0042842																			HHA_462090-t26_1-p1																								
OG0042843																			HHA_462130-t26_1-p1																								
OG0042844																			HHA_462170-t26_1-p1																								
OG0042845																			HHA_462190-t26_1-p1																								
OG0042846																			HHA_203685-t26_1-p1																								
OG0042847																			HHA_203688-t26_1-p1																								
OG0042848																			HHA_451640-t26_1-p1																								
OG0042849																			HHA_451660-t26_1-p1																								
OG0042850																			HHA_451690-t26_1-p1																								
OG0042851																			HHA_451720-t26_1-p1																								
OG0042852																			HHA_451730-t26_1-p1																								
OG0042853																			HHA_451740-t26_1-p1																								
OG0042854																			HHA_462200-t26_1-p1																								
OG0042855																			HHA_305230-t26_1-p1																								
OG0042856																			HHA_451750-t26_1-p1																								
OG0042857																			HHA_451790-t26_1-p1																								
OG0042858																			HHA_451840-t26_1-p1																								
OG0042859																			HHA_451850-t26_1-p1																								
OG0042860																			HHA_451880-t26_1-p1																								
OG0042861																			HHA_451890-t26_1-p1																								
OG0042862																			HHA_451900-t26_1-p1																								
OG0042863																			HHA_451910-t26_1-p1																								
OG0042864																			HHA_253180-t26_1-p1																								
OG0042865																			HHA_253680-t26_1-p1																								
OG0042866																			HHA_254625-t26_1-p1																								
OG0042867																			HHA_314760-t26_1-p1																								
OG0042868																			HHA_451940-t26_1-p1																								
OG0042869																			HHA_451950-t26_1-p1																								
OG0042870																			HHA_451970-t26_1-p1																								
OG0042871																			HHA_451990-t26_1-p1																								
OG0042872																			HHA_452000-t26_1-p1																								
OG0042873																			HHA_452010-t26_1-p1																								
OG0042874																			HHA_452030-t26_1-p1																								
OG0042875																			HHA_452050-t26_1-p1																								
OG0042876																			HHA_452080-t26_1-p1																								
OG0042877																			HHA_452090-t26_1-p1																								
OG0042878																			HHA_452100-t26_1-p1																								
OG0042879																			HHA_452120-t26_1-p1																								
OG0042880																			HHA_452130-t26_1-p1																								
OG0042881																			HHA_452140-t26_1-p1																								
OG0042882																			HHA_452170-t26_1-p1																								
OG0042883																			HHA_452180-t26_1-p1																								
OG0042884																			HHA_452200-t26_1-p1																								
OG0042885																			HHA_452220-t26_1-p1																								
OG0042886																			HHA_452230-t26_1-p1																								
OG0042887																			HHA_452240-t26_1-p1																								
OG0042888																			HHA_452250-t26_1-p1																								
OG0042889																			HHA_214070-t26_1-p1																								
OG0042890																			HHA_214390-t26_1-p1																								
OG0042891																			HHA_235460-t26_1-p1																								
OG0042892																			HHA_236290-t26_1-p1																								
OG0042893																			HHA_237595-t26_1-p1																								
OG0042894																			HHA_452280-t26_1-p1																								
OG0042895																			HHA_452300-t26_1-p1																								
OG0042896																			HHA_452350-t26_1-p1																								
OG0042897																			HHA_452360-t26_1-p1																								
OG0042898																			HHA_452400-t26_1-p1																								
OG0042899																			HHA_452430-t26_1-p1																								
OG0042900																			HHA_452450-t26_1-p1																								
OG0042901																			HHA_452460-t26_1-p1																								
OG0042902																			HHA_231215-t26_1-p1																								
OG0042903																			HHA_452490-t26_1-p1																								
OG0042904																			HHA_452500-t26_1-p1																								
OG0042905																			HHA_452510-t26_1-p1																								
OG0042906																			HHA_452520-t26_1-p1																								
OG0042907																			HHA_452540-t26_1-p1																								
OG0042908																			HHA_452560-t26_1-p1																								
OG0042909																			HHA_452580-t26_1-p1																								
OG0042910																			HHA_452590-t26_1-p1																								
OG0042911																			HHA_452600-t26_1-p1																								
OG0042912																			HHA_462300-t26_1-p1																								
OG0042913																			HHA_462320-t26_1-p1																								
OG0042914																			HHA_452610-t26_1-p1																								
OG0042915																			HHA_452620-t26_1-p1																								
OG0042916																			HHA_452630-t26_1-p1																								
OG0042917																			HHA_452640-t26_1-p1																								
OG0042918																			HHA_452650-t26_1-p1																								
OG0042919																			HHA_452660-t26_1-p1																								
OG0042920																			HHA_452670-t26_1-p1																								
OG0042921																			HHA_452680-t26_1-p1																								
OG0042922																			HHA_452690-t26_1-p1																								
OG0042923																			HHA_452740-t26_1-p1																								
OG0042924																			HHA_280375-t26_1-p1																								
OG0042925																			HHA_452760-t26_1-p1																								
OG0042926																			HHA_452780-t26_1-p1																								
OG0042927																			HHA_452790-t26_1-p1																								
OG0042928																			HHA_452800-t26_1-p1																								
OG0042929																			HHA_462360-t26_1-p1																								
OG0042930																			HHA_293372-t26_1-p1																								
OG0042931																			HHA_295750-t26_1-p1																								
OG0042932																			HHA_297480-t26_1-p1																								
OG0042933																			HHA_452840-t26_1-p1																								
OG0042934																			HHA_452870-t26_1-p1																								
OG0042935																			HHA_452880-t26_1-p1																								
OG0042936																			HHA_452890-t26_1-p1																								
OG0042937																			HHA_452910-t26_1-p1																								
OG0042938																			HHA_452920-t26_1-p1																								
OG0042939																			HHA_452930-t26_1-p1																								
OG0042940																			HHA_452950-t26_1-p1																								
OG0042941																			HHA_222075-t26_1-p1																								
OG0042942																			HHA_222155-t26_1-p1																								
OG0042943																			HHA_452980-t26_1-p1																								
OG0042944																			HHA_452990-t26_1-p1																								
OG0042945																			HHA_453000-t26_1-p1																								
OG0042946																			HHA_215955-t26_1-p1																								
OG0042947																			HHA_215960-t26_1-p1																								
OG0042948																			HHA_453070-t26_1-p1																								
OG0042949																			HHA_453080-t26_1-p1																								
OG0042950																			HHA_453090-t26_1-p1																								
OG0042951																			HHA_453110-t26_1-p1																								
OG0042952																			HHA_453120-t26_1-p1																								
OG0042953																			HHA_453150-t26_1-p1																								
OG0042954																			HHA_453170-t26_1-p1																								
OG0042955																			HHA_453180-t26_1-p1																								
OG0042956																			HHA_453220-t26_1-p1																								
OG0042957																			HHA_453230-t26_1-p1																								
OG0042958																			HHA_453240-t26_1-p1																								
OG0042959																			HHA_453260-t26_1-p1																								
OG0042960																			HHA_453280-t26_1-p1																								
OG0042961																			HHA_453290-t26_1-p1																								
OG0042962																			HHA_453300-t26_1-p1																								
OG0042963																			HHA_453310-t26_1-p1																								
OG0042964																			HHA_453320-t26_1-p1																								
OG0042965																			HHA_462390-t26_1-p1																								
OG0042966																			HHA_214545-t26_1-p1																								
