,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,[INTERPRO],PRCDC_0112100.1-p1,"| transcript=PRCDC_0112100.1 | gene=PRCDC_0112100 | organism=Plasmodium_reichenowi_CDC | gene_product=CX3CL1-binding protein 1, putative | transcript_product=CX3CL1-binding protein 1, putative | location=PrCDC_01_v3:447456-448348(-) | protein_length=243 | sequence_SO=chromosome | SO=protein_coding",243,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PRCDC_0112300.1-p1,| transcript=PRCDC_0112300.1 | gene=PRCDC_0112300 | organism=Plasmodium_reichenowi_CDC | gene_product=MC-2TM Maurer's cleft two transmembrane protein | transcript_product=MC-2TM Maurer's cleft two transmembrane protein | location=PrCDC_01_v3:456802-457628(-) | protein_length=234 | sequence_SO=chromosome | SO=protein_coding,234,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PRCDC_0112400.1-p1,| transcript=PRCDC_0112400.1 | gene=PRCDC_0112400 | organism=Plasmodium_reichenowi_CDC | gene_product=exported protein family 3 | transcript_product=exported protein family 3 | location=PrCDC_01_v3:459800-460855(-) | protein_length=319 | sequence_SO=chromosome | SO=protein_coding,319,,,,,,,,,IPR006410 (TIGRFAM); IPR006410 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0112500.1-p1,"| transcript=PRCDC_0112500.1 | gene=PRCDC_0112500 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=PrCDC_01_v3:462276-463434(+) | protein_length=319 | sequence_SO=chromosome | SO=protein_coding",319,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PRCDC_0112800.1-p1,"| transcript=PRCDC_0112800.1 | gene=PRCDC_0112800 | organism=Plasmodium_reichenowi_CDC | gene_product=stevor, pseudogene | transcript_product=stevor, pseudogene | location=PrCDC_01_v3:469949-471148(-) | protein_length=357 | sequence_SO=chromosome | SO=protein_coding",357,,,,,,,,,IPR006374 (PFAM); IPR006374 (TIGRFAM); IPR020846 (CDD); IPR036259 (SUPERFAMILY),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0113000.1-p1,"| transcript=PRCDC_0113000.1 | gene=PRCDC_0113000 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein, unknown function, fragment | transcript_product=Plasmodium exported protein, unknown function, fragment | location=PrCDC_01_v3:476768-477040(-) | protein_length=90 | sequence_SO=chromosome | SO=protein_coding",90,,,,,,,,,IPR019111 (PFAM),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0200400.1-p1,"| transcript=PRCDC_0200400.1 | gene=PRCDC_0200400 | organism=Plasmodium_reichenowi_CDC | gene_product=stevor, pseudogene | transcript_product=stevor, pseudogene | location=PrCDC_02_v3:10381-11317(+) | protein_length=277 | sequence_SO=chromosome | SO=protein_coding",277,,,,,,,,,IPR006374 (TIGRFAM); IPR006374 (PFAM),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0200500.1-p1,"| transcript=PRCDC_0200500.1 | gene=PRCDC_0200500 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein (hyp10), unknown function | transcript_product=Plasmodium exported protein (hyp10), unknown function | location=PrCDC_02_v3:13147-13787(+) | protein_length=165 | sequence_SO=chromosome | SO=protein_coding",165,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PRCDC_0200600.1-p1,"| transcript=PRCDC_0200600.1 | gene=PRCDC_0200600 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein (hyp9), unknown function | transcript_product=Plasmodium exported protein (hyp9), unknown function | location=PrCDC_02_v3:17516-18441(-) | protein_length=245 | sequence_SO=chromosome | SO=protein_coding",245,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PRCDC_0200700.1-p1,"| transcript=PRCDC_0200700.1 | gene=PRCDC_0200700 | organism=Plasmodium_reichenowi_CDC | gene_product=PHISTb domain-containing RESA-like protein 1, putative | transcript_product=PHISTb domain-containing RESA-like protein 1, putative | location=PrCDC_02_v3:21301-22840(-) | protein_length=483 | sequence_SO=chromosome | SO=protein_coding",483,,,,,,,,,IPR019111 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR36193 (PANTHER),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0200800.1-p1,"| transcript=PRCDC_0200800.1 | gene=PRCDC_0200800 | organism=Plasmodium_reichenowi_CDC | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=PrCDC_02_v3:25219-27993(-) | protein_length=870 | sequence_SO=chromosome | SO=protein_coding",870,,,,,,,,,IPR001623 (PRINTS); IPR019111 (PFAM); IPR001623 (PFAM); IPR036869 (G3DSA:1.10.287.GENE3D); IPR026894 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR44094 (PANTHER); PTHR44094:SF8 (PANTHER); IPR001623 (PROSITE_PROFILES); IPR001623 (CDD); IPR036869 (SUPERFAMILY),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0201300.1-p1,"| transcript=PRCDC_0201300.1 | gene=PRCDC_0201300 | organism=Plasmodium_reichenowi_CDC | gene_product=EMP1-trafficking protein, putative | transcript_product=EMP1-trafficking protein, putative | location=PrCDC_02_v3:50829-51954(-) | protein_length=290 | sequence_SO=chromosome | SO=protein_coding",290,,,,,,,,,mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, ANNOTATED]",PRCDC_0205800.1-p1,| transcript=PRCDC_0205800.1 | gene=PRCDC_0205800 | organism=Plasmodium_reichenowi_CDC | gene_product=merozoite surface protein 2 | transcript_product=merozoite surface protein 2 | location=PrCDC_02_v3:209910-210800(-) | protein_length=296 | sequence_SO=chromosome | SO=protein_coding,296,,,,1,P:GO:0007155,P:cell adhesion,,,IPR001136 (PFAM); IPR001136 (PIRSF); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),P:GO:0007155,P:cell adhesion
TRUE,"[INTERPRO, ANNOTATED]",PRCDC_0209000.2-p1,"| transcript=PRCDC_0209000.2 | gene=PRCDC_0209000 | organism=Plasmodium_reichenowi_CDC | gene_product=60S ribosomal protein L37ae, putative | transcript_product=60S ribosomal protein L37ae, putative | location=PrCDC_02_v3:344712-345184(+) | protein_length=35 | sequence_SO=chromosome | SO=protein_coding",35,,,,3,F:GO:0003735; C:GO:0005840; P:GO:0006412,F:structural constituent of ribosome; C:ribosome; P:translation,,,IPR002674 (PFAM); IPR011331 (G3DSA:2.20.25.GENE3D),F:GO:0003735; C:GO:0005840; P:GO:0006412,F:structural constituent of ribosome; C:ribosome; P:translation
TRUE,[INTERPRO],PRCDC_0219100.1-p1,"| transcript=PRCDC_0219100.1 | gene=PRCDC_0219100 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=PrCDC_02_v3:738085-738830(-) | protein_length=180 | sequence_SO=chromosome | SO=protein_coding",180,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PRCDC_0219200.1-p1,"| transcript=PRCDC_0219200.1 | gene=PRCDC_0219200 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=PrCDC_02_v3:742044-742868(-) | protein_length=212 | sequence_SO=chromosome | SO=protein_coding",212,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PRCDC_0219300.1-p1,"| transcript=PRCDC_0219300.1 | gene=PRCDC_0219300 | organism=Plasmodium_reichenowi_CDC | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=PrCDC_02_v3:748641-750558(+) | protein_length=606 | sequence_SO=chromosome | SO=protein_coding",606,,,,,,,,,IPR001623 (PRINTS); IPR001623 (PFAM); IPR036869 (G3DSA:1.10.287.GENE3D); IPR026894 (PFAM); PTHR44094 (PANTHER); PTHR44094:SF8 (PANTHER); IPR001623 (PROSITE_PROFILES); IPR001623 (CDD); IPR036869 (SUPERFAMILY),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0219500.1-p1,"| transcript=PRCDC_0219500.1 | gene=PRCDC_0219500 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein (hyp9), unknown function | transcript_product=Plasmodium exported protein (hyp9), unknown function | location=PrCDC_02_v3:759488-760291(+) | protein_length=225 | sequence_SO=chromosome | SO=protein_coding",225,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PRCDC_0219600.1-p1,"| transcript=PRCDC_0219600.1 | gene=PRCDC_0219600 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein (hyp9), unknown function | transcript_product=Plasmodium exported protein (hyp9), unknown function | location=PrCDC_02_v3:762045-762913(+) | protein_length=252 | sequence_SO=chromosome | SO=protein_coding",252,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PRCDC_0219900.1-p1,"| transcript=PRCDC_0219900.1 | gene=PRCDC_0219900 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein (hyp15), unknown function | transcript_product=Plasmodium exported protein (hyp15), unknown function | location=PrCDC_02_v3:781479-782310(+) | protein_length=229 | sequence_SO=chromosome | SO=protein_coding",229,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PRCDC_0220200.1-p1,"| transcript=PRCDC_0220200.1 | gene=PRCDC_0220200 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1 (EMP1), pseudogene | transcript_product=erythrocyte membrane protein 1 (EMP1), pseudogene | location=PrCDC_02_v3:787931-788691(-) | protein_length=252 | sequence_SO=chromosome | SO=protein_coding",252,,,,,,,,,IPR029211 (PFAM); G3DSA:1.10.1900.40 (GENE3D); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0300100.1-p1,| transcript=PRCDC_0300100.1 | gene=PRCDC_0300100 | organism=Plasmodium_reichenowi_CDC | gene_product=stevor | transcript_product=stevor | location=PrCDC_03_v3:465-1489(+) | protein_length=308 | sequence_SO=chromosome | SO=protein_coding,308,,,,,,,,,IPR006374 (TIGRFAM); IPR006374 (PFAM),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0300200.1-p1,"| transcript=PRCDC_0300200.1 | gene=PRCDC_0300200 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein (hyp13), unknown function | transcript_product=Plasmodium exported protein (hyp13), unknown function | location=PrCDC_03_v3:6252-7194(+) | protein_length=256 | sequence_SO=chromosome | SO=protein_coding",256,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PRCDC_0300500.1-p1,"| transcript=PRCDC_0300500.1 | gene=PRCDC_0300500 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=PrCDC_03_v3:14982-15824(-) | protein_length=248 | sequence_SO=chromosome | SO=protein_coding",248,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PRCDC_0300600.1-p1,"| transcript=PRCDC_0300600.1 | gene=PRCDC_0300600 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=PrCDC_03_v3:18033-18978(-) | protein_length=274 | sequence_SO=chromosome | SO=protein_coding",274,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, ANNOTATED]",PRCDC_0301500.1-p1,"| transcript=PRCDC_0301500.1 | gene=PRCDC_0301500 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1, EMP1 | transcript_product=erythrocyte membrane protein 1, EMP1 | location=PrCDC_03_v3:61996-73827(+) | protein_length=3327 | sequence_SO=chromosome | SO=protein_coding",3327,,,,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR041480 (PFAM); IPR029211 (PFAM); G3DSA:1.20.58.830 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.20.58.1930 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.10.1900.40 (GENE3D); IPR008602 (PFAM); IPR004258 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959:SF23 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,[INTERPRO],PRCDC_0301600.1-p1,| transcript=PRCDC_0301600.1 | gene=PRCDC_0301600 | organism=Plasmodium_reichenowi_CDC | gene_product=stevor | transcript_product=stevor | location=PrCDC_03_v3:77424-78450(+) | protein_length=306 | sequence_SO=chromosome | SO=protein_coding,306,,,,,,,,,IPR006374 (PFAM); IPR006374 (TIGRFAM),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0312200.1-p1,| transcript=PRCDC_0312200.1 | gene=PRCDC_0312200 | organism=Plasmodium_reichenowi_CDC | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=PrCDC_03_v3:484950-486224(+) | protein_length=294 | sequence_SO=chromosome | SO=protein_coding,294,,,,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, ANNOTATED]",PRCDC_0323200.1-p1,"| transcript=PRCDC_0323200.1 | gene=PRCDC_0323200 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1 (EMP1), exon 2, pseudogene | transcript_product=erythrocyte membrane protein 1 (EMP1), exon 2, pseudogene | location=PrCDC_03_v3:951231-952695(-) | protein_length=484 | sequence_SO=chromosome | SO=protein_coding",478,,,,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR008602 (PFAM); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR029211 (PFAM); G3DSA:1.10.1900.40 (GENE3D); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,[INTERPRO],PRCDC_0323400.1-p1,| transcript=PRCDC_0323400.1 | gene=PRCDC_0323400 | organism=Plasmodium_reichenowi_CDC | gene_product=MC-2TM Maurer's cleft two transmembrane protein | transcript_product=MC-2TM Maurer's cleft two transmembrane protein | location=PrCDC_03_v3:955874-956674(-) | protein_length=234 | sequence_SO=chromosome | SO=protein_coding,234,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PRCDC_0323500.1-p1,"| transcript=PRCDC_0323500.1 | gene=PRCDC_0323500 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein (PHISTb), unknown function | transcript_product=Plasmodium exported protein (PHISTb), unknown function | location=PrCDC_03_v3:958298-958772(+) | protein_length=132 | sequence_SO=chromosome | SO=protein_coding",132,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PRCDC_0004600.1-p1,| transcript=PRCDC_0004600.1 | gene=PRCDC_0004600 | organism=Plasmodium_reichenowi_CDC | gene_product=stevor | transcript_product=stevor | location=PrCDC_04_v3:33025-33492(+) | protein_length=155 | sequence_SO=chromosome | SO=protein_coding,155,,,,,,,,,IPR006374 (PFAM); IPR006374 (TIGRFAM); IPR036259 (SUPERFAMILY),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0004700.1-p1,| transcript=PRCDC_0004700.1 | gene=PRCDC_0004700 | organism=Plasmodium_reichenowi_CDC | gene_product=rifin | transcript_product=rifin | location=PrCDC_04_v3:36608-37967(-) | protein_length=398 | sequence_SO=chromosome | SO=protein_coding,398,,,,,,,,,IPR006373 (PFAM),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0004800.1-p1,"| transcript=PRCDC_0004800.1 | gene=PRCDC_0004800 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=PrCDC_04_v3:44888-46307(+) | protein_length=441 | sequence_SO=chromosome | SO=protein_coding",441,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PRCDC_0005200.1-p1,"| transcript=PRCDC_0005200.1 | gene=PRCDC_0005200 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein (PHISTb), unknown function | transcript_product=Plasmodium exported protein (PHISTb), unknown function | location=PrCDC_04_v3:62593-64478(-) | protein_length=588 | sequence_SO=chromosome | SO=protein_coding",588,,,,,,,,,G3DSA:1.20.58.1760 (GENE3D); IPR019111 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR36193 (PANTHER),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0005400.1-p1,"| transcript=PRCDC_0005400.1 | gene=PRCDC_0005400 | organism=Plasmodium_reichenowi_CDC | gene_product=reticulocyte binding protein homologue 1, pseudogene | transcript_product=reticulocyte binding protein homologue 1, pseudogene | location=PrCDC_04_v3:76630-84920(+) | protein_length=2708 | sequence_SO=chromosome | SO=protein_coding",2676,,,,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0005500.1-p1,"| transcript=PRCDC_0005500.1 | gene=PRCDC_0005500 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=PrCDC_04_v3:85584-86434(-) | protein_length=251 | sequence_SO=chromosome | SO=protein_coding",251,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, ANNOTATED]",PRCDC_0400100.1-p1,"| transcript=PRCDC_0400100.1 | gene=PRCDC_0400100 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1, EMP1 | transcript_product=erythrocyte membrane protein 1, EMP1 | location=PrCDC_04_v3:884-11960(-) | protein_length=3052 | sequence_SO=chromosome | SO=protein_coding",3052,,,,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR042202 (G3DSA:1.20.1310.GENE3D); IPR004258 (PFAM); G3DSA:1.20.58.1930 (GENE3D); G3DSA:1.20.58.830 (GENE3D); G3DSA:1.10.1900.40 (GENE3D); IPR029211 (PFAM); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR029210 (PFAM); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR041480 (PFAM); IPR008602 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959:SF23 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, ANNOTATED]",PRCDC_0400300.1-p1,"| transcript=PRCDC_0400300.1 | gene=PRCDC_0400300 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1, EMP1 | transcript_product=erythrocyte membrane protein 1, EMP1 | location=PrCDC_04_v3:19077-31787(-) | protein_length=3843 | sequence_SO=chromosome | SO=protein_coding",3843,,,,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,G3DSA:1.20.58.830 (GENE3D); IPR029210 (PFAM); IPR029211 (PFAM); G3DSA:1.20.58.1930 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR041480 (PFAM); IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.20.58.830 (GENE3D); IPR004258 (PFAM); IPR008602 (PFAM); G3DSA:1.10.1900.40 (GENE3D); G3DSA:1.20.58.830 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,[INTERPRO],PRCDC_0400400.1-p1,"| transcript=PRCDC_0400400.1 | gene=PRCDC_0400400 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1 (EMP1), pseudogene | transcript_product=erythrocyte membrane protein 1 (EMP1), pseudogene | location=PrCDC_04_v3:87479-87799(+) | protein_length=106 | sequence_SO=chromosome | SO=protein_coding",106,,,,,,,,,IPR029211 (PFAM); PTHR18959 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, ANNOTATED]",PRCDC_0409800.1-p1,"| transcript=PRCDC_0409800.1 | gene=PRCDC_0409800 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1, EMP1 | transcript_product=erythrocyte membrane protein 1, EMP1 | location=PrCDC_04_v3:460153-470026(-) | protein_length=2320 | sequence_SO=chromosome | SO=protein_coding",2320,,,,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR029210 (PFAM); G3DSA:1.10.1900.40 (GENE3D); IPR004258 (PFAM); G3DSA:1.20.58.830 (GENE3D); IPR029211 (PFAM); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR008602 (PFAM); G3DSA:1.20.58.1930 (GENE3D); IPR041480 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
